customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8950-MTZNV,Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,44.95,44.95,No
0326-VDYXE,Female,0,Yes,No,70,Yes,Fiber optic,One year,Yes,Electronic check,97.65,6982.5,No
6773-LQTVT,Female,1,Yes,Yes,29,No,DSL,Month-to-month,Yes,Mailed check,35.65,1025.15,No
7274-RTAPZ,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.55,90.55,Yes
8566-YPRGL,Female,0,No,No,1,Yes,No,Month-to-month,Yes,Mailed check,19.5,19.5,No
6609-MXJHJ,Female,0,Yes,Yes,30,Yes,No,Two year,Yes,Mailed check,25.1,789.55,No
9430-NKQLY,Male,0,Yes,Yes,72,Yes,No,Two year,Yes,Credit card (automatic),25.1,1790.8,No
1293-HHSHJ,Female,0,No,No,35,Yes,No,One year,No,Mailed check,21.1,741,No
7673-LPRNY,Female,0,No,No,23,Yes,DSL,One year,Yes,Electronic check,78.55,1843.05,No
6060-QBMGV,Male,0,Yes,No,70,Yes,No,Two year,No,Credit card (automatic),19.85,1433.8,No
0975-UYDTX,Female,0,Yes,No,26,Yes,DSL,One year,Yes,Credit card (automatic),90.1,2312.55,No
5968-VXZLG,Male,0,No,No,2,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No
4988-IQIGL,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.35,75.35,Yes
5201-FRKKS,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No
1335-NTIUC,Male,0,No,No,9,No,DSL,Month-to-month,Yes,Electronic check,24.95,190.25,No
2368-GAKKQ,Female,0,No,No,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),113.65,7939.25,No
6814-ZPWFQ,Male,1,No,No,51,Yes,No,One year,No,Bank transfer (automatic),25,1260.7,No
0748-RDGGM,Male,0,Yes,No,70,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),109.5,7534.65,Yes
8393-JMVMB,Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.45,19.45,No
6036-TTFYU,Female,0,Yes,No,16,Yes,No,Month-to-month,No,Mailed check,19.6,314.45,No
1703-MGIAB,Female,0,No,No,17,Yes,DSL,Month-to-month,Yes,Mailed check,69,1108,No
9474-PHLYD,Female,0,No,No,15,Yes,DSL,Month-to-month,Yes,Electronic check,59.45,892.65,Yes
3612-YUNGG,Male,0,Yes,Yes,64,Yes,Fiber optic,Two year,Yes,Credit card (automatic),109.2,6741.15,No
1530-ZTDOZ,Female,0,Yes,No,49,No,DSL,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No
0853-TWRVK,Male,0,Yes,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),105.6,7581.5,No
8200-LGKSR,Male,0,Yes,No,71,Yes,DSL,Two year,No,Electronic check,83.2,6126.1,No
0670-ANMUU,Male,0,No,No,71,Yes,Fiber optic,One year,No,Credit card (automatic),97.65,6687.85,No
7594-RQHXR,Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.6,79.6,Yes
6134-KWTBV,Male,0,No,No,62,Yes,No,Two year,No,Bank transfer (automatic),23.4,1429.65,No
0895-LNKRC,Male,0,Yes,Yes,6,Yes,No,One year,No,Mailed check,19.45,113.5,No
5171-EPLKN,Male,0,No,No,27,Yes,No,Two year,No,Credit card (automatic),19.85,470,No
7820-ZYGNY,Male,0,No,No,63,Yes,Fiber optic,One year,No,Credit card (automatic),90.45,5825.5,No
1670-SVOWZ,Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes
9847-HNVGP,Male,0,No,No,17,Yes,No,One year,No,Mailed check,19.95,310.6,No
6696-YDAYZ,Male,0,Yes,Yes,16,Yes,No,Two year,No,Mailed check,20.5,290.55,No
8980-WQFWL,Female,0,No,No,35,Yes,DSL,Month-to-month,Yes,Electronic check,62.1,2096.1,No
7541-YLXCL,Male,0,No,No,36,Yes,DSL,One year,Yes,Mailed check,65.4,2498.4,Yes
6080-TCMYC,Male,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.2,3292.3,No
9643-YBLUR,Male,0,Yes,No,9,Yes,DSL,Month-to-month,Yes,Credit card (automatic),69.05,653.95,No
8734-FNWVH,Male,0,Yes,Yes,31,Yes,DSL,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,No
9447-YPTBX,Female,0,Yes,No,50,Yes,No,One year,Yes,Bank transfer (automatic),19.85,943.1,No
0133-BMFZO,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.25,181.65,Yes
8623-TMRBY,Male,1,Yes,Yes,51,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.2,4146.05,Yes
1501-SGHBW,Male,0,No,No,2,Yes,DSL,Month-to-month,No,Mailed check,45.85,81,Yes
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,Month-to-month,No,Electronic check,19.6,717.3,No
2623-DRYAM,Female,0,Yes,No,70,Yes,Fiber optic,One year,Yes,Electronic check,101.75,7069.3,No
2612-RANWT,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Yes
5693-PIPCS,Male,0,No,No,41,Yes,Fiber optic,Two year,Yes,Credit card (automatic),99.65,4220.35,No
6900-PXRMS,Male,1,Yes,Yes,26,Yes,Fiber optic,Month-to-month,No,Electronic check,105.75,2710.25,Yes
8707-RMEZH,Female,1,Yes,No,69,Yes,Fiber optic,One year,No,Credit card (automatic),87.3,6055.55,No
2933-FILNV,Female,0,Yes,Yes,2,No,DSL,Month-to-month,Yes,Mailed check,24.4,36.55,Yes
0396-UKGAI,Male,0,No,Yes,23,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,No
5186-EJEGL,Male,0,No,No,9,Yes,DSL,Month-to-month,Yes,Mailed check,69.5,653.25,No
2203-GHNWN,Female,0,Yes,No,24,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.65,1928.7,No
3878-AVSOQ,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.25,71.25,No
3258-SYSWS,Male,1,No,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),113.8,7845.8,No
6319-QSUSR,Female,0,No,Yes,11,Yes,No,Month-to-month,No,Credit card (automatic),19.7,216.2,No
1771-OADNZ,Male,1,Yes,No,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.9,2745.2,Yes
9451-WLYRI,Female,0,Yes,No,53,Yes,No,One year,No,Credit card (automatic),19.05,990.45,No
9738-QLWTP,Male,0,No,No,39,Yes,Fiber optic,One year,No,Electronic check,81.9,3219.75,No
5699-BNCAS,Male,1,No,No,71,Yes,No,Two year,Yes,Mailed check,24.65,1766.75,No
4039-PIMHX,Male,1,Yes,No,49,Yes,DSL,Two year,No,Mailed check,49.8,2398.4,No
0795-GMVQO,Male,0,Yes,No,67,Yes,Fiber optic,One year,No,Credit card (automatic),109.9,7332.4,No
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes
1353-GHZOS,Male,0,Yes,No,22,Yes,DSL,One year,Yes,Bank transfer (automatic),59.75,1374.35,No
9378-FXTIZ,Female,0,Yes,No,54,Yes,DSL,One year,Yes,Credit card (automatic),70.15,3715.65,Yes
6656-JWRQX,Female,0,No,No,1,No,DSL,Month-to-month,No,Mailed check,30.55,30.55,No
7244-QWYHG,Male,0,Yes,No,50,No,DSL,One year,Yes,Bank transfer (automatic),44.45,2188.45,No
5899-MQZZL,Female,0,No,No,13,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75,999.45,Yes
6849-OYAMU,Male,0,Yes,Yes,19,Yes,Fiber optic,One year,No,Bank transfer (automatic),100,1888.65,Yes
5312-UXESG,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,No
6038-GCYEC,Female,0,No,No,24,No,DSL,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Yes
7032-LMBHI,Female,0,No,No,37,Yes,DSL,One year,No,Bank transfer (automatic),64.65,2347.85,No
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.85,3089.6,No
7346-MEDWM,Female,0,No,No,59,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.25,4949.1,No
4227-OJHAL,Female,0,Yes,Yes,68,Yes,DSL,One year,Yes,Credit card (automatic),73,5163,No
9220-CXRSC,Female,0,Yes,Yes,69,Yes,DSL,Two year,No,Credit card (automatic),61.4,4059.85,No
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,Two year,No,Bank transfer (automatic),19.9,1356.7,No
6698-OXETB,Male,0,No,No,11,Yes,No,Two year,No,Mailed check,20.4,231.45,No
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,One year,No,Mailed check,20.45,242.4,No
8468-EHYJA,Female,0,Yes,No,57,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.65,5497.05,No
6823-SIDFQ,Male,0,No,No,28,Yes,No,One year,No,Credit card (automatic),18.25,534.7,No
8328-SKJNO,Male,0,No,Yes,23,No,DSL,One year,No,Bank transfer (automatic),40.65,947.4,No
1965-DDBWU,Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Yes
6352-GIGGQ,Male,0,No,No,67,Yes,DSL,One year,Yes,Bank transfer (automatic),88.8,5903.15,No
3489-HHPFY,Female,0,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.05,134.05,No
2391-SOORI,Male,0,No,Yes,4,Yes,DSL,Month-to-month,No,Electronic check,49.35,219.65,Yes
2645-QTLMB,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,669,Yes
0412-UCCNP,Male,0,No,No,55,Yes,DSL,Two year,Yes,Electronic check,59.2,3175.85,No
9385-NXKDA,Female,0,Yes,No,72,Yes,DSL,Two year,Yes,Credit card (automatic),82.65,5919.35,No
5821-MMEIL,Female,0,Yes,No,57,Yes,No,Two year,No,Bank transfer (automatic),19.9,1115.6,No
1309-XGFSN,Male,1,Yes,Yes,52,Yes,DSL,One year,Yes,Electronic check,80.85,4079.55,No
6968-URWQU,Male,0,Yes,No,43,Yes,DSL,One year,Yes,Mailed check,56.35,2391.15,No
9631-XEYKE,Male,0,No,No,3,Yes,DSL,Month-to-month,No,Bank transfer (automatic),50.4,137.25,No
8631-NBHFZ,Male,1,Yes,Yes,66,Yes,DSL,Two year,No,Credit card (automatic),79.4,5154.6,Yes
1469-LBJQJ,Female,0,Yes,No,66,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.2,6936.85,No
4958-XCBDQ,Male,1,No,No,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.4,3496.3,Yes
7868-BGSZA,Male,0,Yes,No,43,Yes,DSL,One year,Yes,Electronic check,80.2,3581.6,No
5914-DVBWJ,Female,1,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.45,1505.85,Yes
8644-XLFBW,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.65,71.65,Yes
0650-BWOZN,Female,1,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.55,1359.45,No
3620-MWJNE,Male,0,No,No,2,Yes,DSL,Month-to-month,Yes,Mailed check,54.45,87.3,No
6837-HAEVO,Male,0,Yes,Yes,69,Yes,Fiber optic,Two year,Yes,Electronic check,105,7297.75,No
6701-YVNQG,Male,0,Yes,No,72,Yes,DSL,Two year,Yes,Credit card (automatic),88.7,6301.7,No
9306-CPCBC,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.25,210.3,Yes
6174-NRBTZ,Male,0,No,No,46,No,DSL,One year,Yes,Bank transfer (automatic),30.75,1489.3,No
8374-XGEJJ,Male,1,Yes,No,43,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101,4388.4,Yes
9169-BSVIN,Male,0,No,No,12,Yes,DSL,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No
8194-PEEBY,Female,0,Yes,Yes,24,Yes,No,One year,No,Mailed check,19.9,533.5,No
4039-HEUNW,Male,1,Yes,No,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes
1194-HVAIF,Female,0,Yes,No,27,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),95,2462.55,No
0812-WUPTB,Male,1,Yes,No,1,Yes,Fiber optic,Month-to-month,No,Mailed check,70.85,70.85,Yes
3594-UVONA,Female,0,No,No,35,Yes,DSL,One year,Yes,Credit card (automatic),85.95,3110.1,Yes
8439-LTUGF,Male,0,No,No,10,Yes,No,Month-to-month,Yes,Credit card (automatic),20,198.6,No
8805-JNRAZ,Female,0,No,No,2,Yes,DSL,Month-to-month,No,Mailed check,49.2,103.7,No
6418-HNFED,Male,0,Yes,No,51,Yes,DSL,Two year,Yes,Credit card (automatic),83.25,4089.45,No
7291-CDTMJ,Male,0,No,No,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,No
7128-GGCNO,Male,0,No,No,46,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No
7691-KGKGP,Male,0,Yes,Yes,53,Yes,DSL,Month-to-month,No,Credit card (automatic),65,3363.8,No
6710-HSJRD,Male,0,Yes,No,61,Yes,Fiber optic,Month-to-month,Yes,Electronic check,114.1,7132.15,No
9862-KJTYK,Male,0,No,Yes,19,No,DSL,Month-to-month,Yes,Credit card (automatic),25.35,566.1,No
4922-CVPDX,Female,0,Yes,No,26,Yes,DSL,Two year,Yes,Credit card (automatic),73.5,1905.7,No
2018-PZKMU,Male,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,No,Electronic check,103.1,970.45,No
2403-BCASL,Male,1,Yes,Yes,41,Yes,Fiber optic,One year,Yes,Electronic check,111.95,4534.9,Yes
7392-YYPYJ,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.65,2415.95,No
8104-OSKWT,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.8,1001.2,No
4521-YEEHE,Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.85,1594.75,No
4503-BDXBD,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,74.95,815.5,Yes
7995-ZHHNZ,Male,0,Yes,No,42,Yes,DSL,One year,No,Credit card (automatic),56.1,2386.85,No
8590-OHDIW,Female,0,Yes,Yes,38,Yes,No,One year,No,Mailed check,20.3,749.35,No
8008-OTEZX,Female,0,Yes,Yes,35,Yes,No,One year,No,Mailed check,19.65,708.8,No
5999-LCXAO,Female,0,No,No,1,No,DSL,Month-to-month,No,Mailed check,29.9,29.9,No
2139-FQHLM,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,No,Mailed check,89.95,1682.4,No
8938-UMKPI,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes
8749-TZYEC,Male,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),24.8,1874.3,No
1755-FZQEC,Male,0,No,No,39,Yes,No,One year,No,Mailed check,19.9,791.15,No
3115-JPJDD,Female,0,Yes,No,59,Yes,Fiber optic,One year,Yes,Credit card (automatic),81.25,4639.45,No
5600-KTXFM,Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,No,Mailed check,69.95,143.9,No
9025-AOMKI,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes
7964-YESJC,Female,0,Yes,No,24,Yes,DSL,Month-to-month,No,Mailed check,66.3,1559.45,No
6173-GOLSU,Male,1,Yes,No,67,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.65,6079,No
5275-SQEIZ,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.85,80.85,Yes
9702-AIUJO,Male,0,Yes,Yes,50,Yes,DSL,One year,Yes,Bank transfer (automatic),44.8,2230.85,No
8849-PRIQJ,Female,0,Yes,Yes,67,Yes,Fiber optic,One year,Yes,Electronic check,109.4,7281.6,No
5396-IZEPB,Male,0,No,No,9,Yes,No,Month-to-month,No,Credit card (automatic),19.7,180.7,No
1729-VLAZJ,Female,0,No,Yes,10,No,DSL,One year,No,Mailed check,40.25,411.45,No
0701-TJSEF,Male,0,No,No,9,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,No
5712-VBOXD,Female,0,No,No,4,Yes,No,Month-to-month,Yes,Credit card (automatic),20.15,68.45,No
8945-GRKHX,Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,No,Electronic check,78.65,78.65,Yes
4797-MIWUM,Male,0,Yes,Yes,7,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,No
3815-SLMEF,Female,0,No,No,3,No,DSL,Month-to-month,No,Mailed check,34.25,139.35,Yes
4324-AHJKS,Female,0,No,No,5,Yes,DSL,Month-to-month,No,Credit card (automatic),55.8,300.4,No
4355-CVPVS,Female,0,Yes,Yes,56,Yes,Fiber optic,One year,No,Bank transfer (automatic),88.9,4968,No
4495-LHSSK,Female,0,No,Yes,18,Yes,DSL,Month-to-month,No,Mailed check,57.65,992.7,No
7225-CBZPL,Male,1,Yes,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.8,1563.9,No
6704-UTUKK,Male,0,Yes,No,29,No,DSL,Month-to-month,Yes,Electronic check,45.9,1332.4,No
2019-HDCZY,Male,0,Yes,No,63,Yes,Fiber optic,Two year,No,Electronic check,102.6,6296.75,No
4652-NNHNY,Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Yes
8972-HJWNV,Female,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.55,646.85,Yes
3692-JHONH,Female,1,Yes,No,52,Yes,Fiber optic,One year,Yes,Electronic check,106.5,5621.85,No
7463-IFMQU,Female,0,Yes,No,72,Yes,No,Two year,No,Bank transfer (automatic),20.05,1423.65,No
0432-CAJZV,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Mailed check,90.7,237.65,No
8868-WOZGU,Male,0,No,No,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes
5884-FBCTL,Female,0,Yes,Yes,72,Yes,No,Two year,No,Bank transfer (automatic),25.1,1857.85,No
6242-FEGFD,Male,0,Yes,No,66,Yes,Fiber optic,Two year,No,Mailed check,96.6,6424.25,No
7625-XCQRH,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.5,837.95,Yes
1731-TVIUK,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.5,362.2,Yes
2987-BJXIK,Female,0,No,No,70,Yes,DSL,Two year,No,Mailed check,84.7,5991.05,No
0406-BPDVR,Female,1,Yes,No,54,Yes,Fiber optic,One year,Yes,Credit card (automatic),101.5,5373.1,Yes
0618-XWMSS,Male,0,No,Yes,28,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes
1395-WSWXR,Male,0,No,No,24,Yes,No,Two year,No,Mailed check,20.75,487.05,No
7446-KQISO,Male,0,Yes,Yes,45,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No
2565-JSLRY,Male,0,No,No,1,Yes,No,Month-to-month,Yes,Mailed check,24.05,24.05,Yes
8143-ETQTI,Female,0,Yes,Yes,23,Yes,No,Two year,Yes,Mailed check,19.65,451.55,No
6689-KXGBO,Female,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,50.55,50.55,Yes
2969-WGHQO,Female,0,Yes,Yes,7,Yes,DSL,One year,No,Electronic check,69.45,477.05,No
1329-VHWNP,Female,0,No,No,7,No,DSL,Month-to-month,No,Bank transfer (automatic),25.05,189.95,No
0266-GMEAO,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),114.3,8058.55,No
5590-YRFJT,Female,0,Yes,No,20,No,DSL,Month-to-month,Yes,Electronic check,24.45,482.8,Yes
5196-WPYOW,Male,0,Yes,Yes,67,Yes,DSL,One year,No,Mailed check,60.05,3994.05,No
4054-CUMIA,Female,0,Yes,Yes,18,Yes,No,Month-to-month,Yes,Mailed check,20.25,401.95,No
9581-GVBXT,Male,0,Yes,Yes,59,No,DSL,One year,No,Mailed check,34.8,1980.3,No
3677-TNKIO,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),71,914,Yes
4676-WLUHT,Male,0,No,No,54,No,DSL,Two year,No,Bank transfer (automatic),46.2,2431.95,No
7980-MHFLQ,Female,0,Yes,Yes,72,Yes,No,Two year,No,Mailed check,24.9,1859.2,No
1629-DQQVB,Female,0,No,No,14,Yes,DSL,Month-to-month,No,Bank transfer (automatic),50.1,709.5,No
1915-IOFGU,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,70.5,70.5,Yes
0628-CNQRM,Male,0,Yes,Yes,22,Yes,DSL,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes
5640-CAXOA,Female,0,No,No,30,No,DSL,One year,Yes,Credit card (automatic),40.35,1187.05,No
2235-EZAIK,Female,0,Yes,No,72,Yes,DSL,Two year,No,Credit card (automatic),79.2,5401.9,No
3847-BAERP,Female,0,No,No,10,Yes,No,Month-to-month,Yes,Mailed check,20.9,247,No
8263-OKETD,Female,0,No,No,20,Yes,DSL,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,No
8687-BAFGU,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,74,74,No
0641-EVBOJ,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,82.3,214.4,No
0829-XXPLX,Female,0,No,No,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,No
6624-JDRDS,Female,0,No,No,6,No,DSL,Month-to-month,No,Bank transfer (automatic),29.45,161.45,No
0608-JDVEC,Male,0,Yes,No,50,Yes,No,Two year,No,Electronic check,19.8,1013.2,No
5214-NLTIT,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),90.8,6511.8,No
3345-PBBFH,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,No
2650-GYRYL,Male,0,Yes,Yes,33,Yes,No,One year,Yes,Bank transfer (automatic),19.45,600.25,No
0746-JTRFU,Male,0,No,No,2,No,DSL,Month-to-month,Yes,Electronic check,25.05,56.35,Yes
5208-FVQKB,Male,0,Yes,No,70,Yes,DSL,Two year,No,Mailed check,67.95,4664.15,No
6627-CFOSN,Female,0,No,No,59,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,No
3982-JGSFD,Male,0,No,No,36,Yes,No,One year,Yes,Credit card (automatic),20.35,695.85,No
4632-XJMEX,Male,0,No,Yes,53,Yes,DSL,One year,No,Credit card (automatic),62.85,3419.5,No
2716-GFZOR,Male,0,Yes,No,43,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No
3724-UCSHY,Male,0,Yes,Yes,6,Yes,No,Month-to-month,No,Mailed check,19.55,122.9,No
8626-XHBIE,Male,0,No,Yes,56,Yes,No,Two year,Yes,Mailed check,24.8,1424.2,No
3192-LNKRK,Male,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.05,2909.95,No
2208-UGTGR,Male,0,No,No,56,Yes,Fiber optic,Month-to-month,No,Electronic check,98.6,5581.05,No
8670-MEFCP,Female,0,Yes,Yes,36,Yes,DSL,Two year,Yes,Credit card (automatic),92.9,3379.25,No
2748-MYRVK,Female,0,No,No,63,Yes,Fiber optic,One year,No,Bank transfer (automatic),99.9,6137,Yes
9821-POOTN,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes
7733-UDMTP,Female,1,No,No,57,No,DSL,Month-to-month,Yes,Electronic check,55,3094.05,No
2465-BLLEU,Male,0,No,No,1,Yes,No,Month-to-month,Yes,Mailed check,19.75,19.75,No
1685-VAYJF,Male,0,No,No,11,Yes,DSL,Month-to-month,No,Credit card (automatic),45.2,492,No
5049-MUBWG,Male,0,No,No,26,Yes,DSL,One year,No,Bank transfer (automatic),75,1908.35,No
9741-YLNTD,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No
0906-QVPMS,Male,0,Yes,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),115.15,8349.45,No
9025-ZRPVR,Male,0,No,No,9,Yes,No,Month-to-month,Yes,Mailed check,18.95,185.6,Yes
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,One year,No,Bank transfer (automatic),19.8,342.3,No
5482-PLVPE,Female,1,No,No,2,No,DSL,Month-to-month,No,Electronic check,24.35,41.85,Yes
4553-DVPZG,Female,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.35,6164.7,No
4902-OHLSK,Female,1,No,No,29,Yes,Fiber optic,Month-to-month,No,Electronic check,98.65,2862.75,Yes
0495-ZBNGW,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes
2642-MAWLJ,Female,0,Yes,Yes,36,Yes,No,Two year,No,Bank transfer (automatic),20.25,717.95,No
7103-ZGVNT,Female,0,Yes,Yes,69,Yes,DSL,One year,No,Credit card (automatic),73.7,4885.85,No
2428-ZMCTB,Male,0,No,No,10,Yes,No,Month-to-month,No,Credit card (automatic),19.75,208.25,No
6963-KQYQB,Female,0,Yes,Yes,70,Yes,No,Two year,No,Mailed check,24.05,1764.75,No
5934-RMPOV,Female,0,No,Yes,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.75,1816.75,No
8316-BBQAY,Female,0,No,No,65,No,DSL,Two year,No,Credit card (automatic),59.95,3921.1,No
3146-JTQHR,Male,0,Yes,No,10,Yes,No,One year,No,Bank transfer (automatic),19.6,189.45,No
6427-FEFIG,Female,0,Yes,Yes,24,Yes,DSL,Two year,No,Credit card (automatic),78.6,1846.65,No
8706-HRADD,Male,0,No,No,21,No,DSL,Month-to-month,Yes,Mailed check,43.55,1011.5,No
9955-QOPOY,Male,0,Yes,No,69,No,DSL,One year,Yes,Credit card (automatic),60.8,4263.4,No
4644-OBGFZ,Male,0,Yes,Yes,55,Yes,No,One year,No,Mailed check,19.5,1026.35,No
4029-HPFVY,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.3,220.4,No
3519-ZKXGG,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.85,256.6,Yes
5108-ADXWO,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.5,791.75,Yes
7998-WNZEM,Male,0,No,No,71,Yes,DSL,Two year,No,Bank transfer (automatic),80.6,5708.2,No
0307-BCOPK,Female,0,No,No,16,Yes,No,One year,No,Mailed check,19.05,326.65,No
2542-HYGIQ,Female,0,No,No,1,Yes,No,Month-to-month,No,Credit card (automatic),19.95,19.95,No
